,word,frequency,example,misspelling,correction
24,ltw,17,"AMPHENOL LTW TECHNOLOGY CO., LTD.",YES,ltd
25,ltv,161,LTV Aerospace & Defense Company,YES,ltd
26,ltu,3,LTU TECHNOLOGIES,YES,ltd
27,ltt,39,"LTT Bio-Pharma Co., Ltd.",YES,ltd
28,lts,406,LTS LOHMANN THERAPIE-SYSTEME AG,NO,ltd
29,ltr,7,L.T.R. Lorenzi Technological Resources Ltd.,NO,ltd
30,ltp,3,"LTP Technologies, Inc.",NO,ltd
31,lto,4,LIMA-LTO SpA,YES,ltd
32,ltn,19,LTN SERVOTECHNIK GMBH,YES,ltd
33,ltm,2,"LTM International, Inc.",YES,ltd
34,ltl,16,"LTL Wholesale, Inc.",NO,ltd
35,ltk,5,HUIZHOU LTK ELECTRONIC CABLE LTD,YES,ltd
36,ltj,7,"LTJ Enterprises, Inc.",YES,ltd
37,lti,32,LTI Joint Venture,YES,ltd
38,lth,3,LTH Associates (c/o Blaxley-Maddox),NO,ltd
39,ltg,63,"BOSS LTG., INC.",NO,ltd
40,ltf,3,"Fuji Photo Film Co., Ltf.",YES,ltd
41,lte,21,Uniroyal Chemical Ltd./Lte.,YES,ltd
42,ltc,51,"LTC CO., LTD.",NO,ltd
43,ltb,7,LTB Lasertechnik Berlin GmbH,YES,ltd
44,lta,36,LTA Corporation,YES,ltd
45,lsd,1,"LSD TECH CO., LTD.",NO,ltd
46,lrd,7,"Feitian Technologies Co., Lrd.",YES,ltd
47,lpd,12,LPD Technologies,YES,ltd
48,lnd,12,"SAMJIN LND CO., LTD.",YES,ltd
49,lmd,15,LMD Power of Light Corp.,YES,ltd
50,lld,12,"Microsoft Technology Licensing, LLD",NO,ltd
51,ljd,1,MR. LJD ENTERPRISES PTY LTD,YES,ltd
52,lid,40,"Samsung Display Co., Lid.",NO,ltd
53,lhd,21,"LHD Vending, Inc.",NO,ltd
54,lgd,9,"NGK Spark Plug Co., LGD",YES,ltd
55,lfd,1,L.F.D. Limited,YES,ltd
56,led,691,"Cree LED Lighting Solutions, Inc.",NO,ltd
57,lad,8,"LAD Ag Industries, Inc.",NO,ltd
58,ld,265,The L.D. Kichler Co.,YES,ltd
59,ldt,55,"Samsung Electronics Co., Ldt.",YES,ltd
0,aerospsace,1,Rosemount Aerospsace Inc.,YES,aerospace
1,aerospaces,2,IACOBUCCI HF AEROSPACES S.P.A.,NO,aerospace
2,areospace,4,Gulfstrem Areospace Corporation,YES,aerospace
3,aerospce,1,"B/E Aerospce, Inc.",YES,aerospace
4,aerosapce,1,Ohio Aerosapce Institute,YES,aerospace
5,aerosace,1,Grumman Aerosace Corp.,YES,aerospace
6,aeropsace,1,Lisi Aeropsace,YES,aerospace
7,aeroaspace,1,"BE Aeroaspace, Inc.",YES,aerospace
8,aerospase,2,KONGSBERG DEFENCE & AEROSPASE AS,YES,aerospace
9,aerosance,3,"Aerosance, Inc.",YES,aerospace
10,aserospace,1,"Rosemount Aserospace, Inc.",YES,aerospace
11,amespace,3,"AmeSpace, Inc.",YES,aerospace
12,airspace,10,AIRSPACE INTERNET EXCHANGE LIMITED,NO,aerospace
13,airespace,18,"Airespace, Inc.",YES,aerospace
14,aerpspace,1,Aerpspace Preforms Limited,YES,aerospace
15,aerospex,1,Aerospex Corporation,YES,aerospace
16,aerospece,2,"Samsung Aerospece Industries, Ltd.",YES,aerospace
17,aerospan,2,Aerospan Corporation,YES,aerospace
18,aerophase,3,Aerophase,YES,aerospace
19,aerospacial,2,Instituto Nacional de Technica Aerospacial “Easteban Terradas”,YES,aerospace
20,azurspace,7,AZURSPACE Solar Power GmbH,YES,aerospace
21,autospace,1,Autospace Holdings Corporation,YES,aerospace
22,aerovance,6,"Aerovance, Inc.",YES,aerospace
23,aerotrace,1,"Aerotrace Hydraulics, Inc.",YES,aerospace
24,aeroplane,1,Aeroplane & Motor Aluminium Castings Limited,YES,aerospace
0,crisco,1,"Crisco Technology, Inc.",YES,cisco
1,ciscot,1,"Ciscot Technology, Inc.",YES,cisco
2,chisco,11,"Chisco, Inc.",YES,cisco
3,csico,1,"Csico Technology, Inc.",YES,cisco
4,cisc,7,Vospi Center CISC (Closed Stock Company),YES,cisco
5,cicso,3,"Cicso Technology, Inc.",YES,cisco
6,codisco,1,"Codisco, Inc.",YES,cisco
7,cicsco,1,"Cicsco Technology, Inc.",YES,cisco
8,cristcot,4,Cristcot LLC,YES,cisco
9,csc,196,"CSC Holdings, LLC",NO,cisco
10,cosco,451,"Cosco Management, Inc.",YES,cisco
11,civco,33,"CIVCO MEDICAL INSTRUMENTS CO., INC.",YES,cisco
12,cisbo,1,CISBO BIOASSAYS,YES,cisco
13,cis,93,Cis Bio International,NO,cisco
14,circo,1,"Circo Craft Co., Inc.",YES,cisco
15,cinco,5,"CINCO, Inc.",NO,cisco
16,cimco,16,"Cimco, Inc.",YES,cisco
17,cilco,9,"Cilco, Inc.",YES,cisco
18,cidco,14,CIDCO Incorporated,YES,cisco
19,cicor,4,Cicor Management AG,YES,cisco
20,cicon,1,"Cicon Components, Inc.",YES,cisco
21,cic,45,Centro de Investigacion Cooperative en Biomateriales (CIC Biomagune),NO,cisco
22,chico,6,"Chico's Brands Investments, Inc.",NO,cisco
23,cesco,5,"Cesco Co., Ltd.",YES,cisco
24,casco,97,Casco Products Corporation,NO,cisco
25,caiso,1,"Caiso Computer Co., Ltd.",YES,cisco
26,csic,93,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (C.S.I.C.),YES,cisco
0,bayern,65,Bayern-Chemie GmbH,YES,bayer
1,bawyer,1,Bawyer Technology S.L.,YES,bayer
2,byer,1,Byer California,NO,bayer
3,baer,5,Moser Baer India Limited,YES,bayer
4,biolayer,1,BioLayer Corporation Limited,NO,bayer
5,baytzner,1,Baytzner-Coulthard Dokumentations und Werbefilm GmbH,UNK,bayer
6,baysaver,3,"BAYSAVER TECHNOLOGIES, LLC",NO,bayer
7,bayliner,12,Bayliner Marine Corporation,NO,bayer
8,bayberry,1,"West Bayberry, LLC",NO,bayer
9,balwyker,2,"F. Balwyker Investments, LLC",UNK,bayer
10,byler,4,"William H. Byler and Thelma T. Byler, Trustees of William H. Byler Revocable Trust",YES,bayer
11,byers,12,Byers Photo Equipment,YES,bayer
12,bye,7,"Rock-A-Bye Restraint Company, Inc.",NO,bayer
13,buyer,26,De Buyer Industries,NO,bayer
14,bsyer,1,Bsyer Aktiengesellschaft,YES,bayer
15,boyer,25,"Boyer Anderson, LLC",YES,bayer
16,beyer,7,Dipl.-Ing. Rudi Beyer,YES,bayer
17,bayne,14,"Bayne Machine Works, Inc.",YES,bayer
18,bayes,1,"Bayes Information Technology, Ltd.",YES,bayer
19,baybe,1,Baybe GmbH,YES,bayer
20,bayar,1,Bayar Aktiengesellschaft,YES,bayer
21,bay,724,Bay City Flower Co.,NO,bayer
22,baxer,1,Baxer International Inc.,YES,bayer
23,bawer,3,Bawer S.r.L.,YES,bayer
24,baver,1,Baver MaterialScience LLC,YES,bayer
25,bauer,1539,"Anton/Bauer, Inc.",YES,bayer
26,baler,17,The American Baler Company,YES,bayer
27,bajer,38,"Bajer Design & Marketing, Inc.",YES,bayer
28,baier,160,Webasto-Werke W. Baier GmbH & Co.,YES,bayer
29,bager,1,I. Bager & Co. A/S,YES,bayer
30,baere,1,Eric Baere Associates Limited,YES,bayer
31,baehr,1,BAEHR - Thermoanalyse GmbH,YES,bayer
32,bader,42,Scott Bader Company Limited, YES,bayer
33,baber,4,MJ Baber & Company Limited,YES,bayer
0,callifornia,1,Callifornia Institute of Technology,YES,california
1,californnia,1,The Regents of the University of Californnia,YES,california
2,californina,1,Californina Institute of Technology,YES,california
3,californian,3,Californian Products (H.K.) Ltd.,YES,california
4,califfornia,1,The Regents of the University of Califfornia,YES,california
5,claifornia,2,The Regents of the University of Claifornia,YES,california
6,caliofrnia,1,The Regents of the University of Caliofrnia,YES,california
7,califronia,8,The Regents of the University of Califronia,YES,california
8,californa,1,The Regents of the University of Californa,YES,california
9,califorina,1,The Regents of the University of Califorina,YES,california
10,califoria,2,Califoria Institute of Technology,YES,california
11,califonia,9,THE REGENTS OF THE UNIVERSITY OF CALIFONIA,YES,california
12,calfiornia,2,THE REGENTS OF THE UNIVERSITY OF CALFIORNIA,YES,california
13,cailfornia,2,The Regents of the University of Cailfornia,YES,california
14,caifornia,2,The Regents of the University of Caifornia,YES,california
15,caliofornia,2,The Regents of the University of Caliofornia,YES,california
16,californaia,1,The Regents of the University of Californaia,YES,california
17,calfifornia,1,"Calfifornia Giant, Inc.",YES,california
18,californ,1,"Pacific Biosciences of Californ, Inc.",YES,california
19,calforinia,1,The Regents of the University of Calforinia,YES,california
20,califia,1,"CALIFIA BIO, INC.",YES,california
21,califnrnia,2,The Regents of the University Califnrnia,YES,california
22,calfornia,7,The Regents of the University of Calfornia,YES,california
23,califone,4,"Califone International, Inc.",YES,california
0,kling,12,"Kling-Tecs, Inc.",YES,king
1,kking,2,Be-Kking Management B.V.,YES,king
2,kings,72,Kings College London,NO,king
3,kingl,1,"Kingl Vacuum Industrial Co., Ltd.",YES,king
4,kingi,3,"Kingi Cycle Co., Ltd.",YES,king
5,kiang,1,"See Kiang Optical Mfy. Co., Ltd.",YES,king
6,kaing,1,"Pou Kaing International Co., Ltd.",YES,king
7,kng,1,KNG SAUD UNIVERSITY,YES,king
8,kin,40,KIN STAR INTERNATIONAL LIMITED,NO,king
9,kig,4,K.I.G. Heerenveen B.V.,YES,king
10,krings,2,Krings International GmbH & Co. KG,YES,king
11,koping,5,Koping Industri-Plast AB,YES,king
12,koling,1,Koling LLC,YES,king
13,koeing,1,Koeing & Bauer Aktiengesellschaft,YES,king
14,klinge,29,Klinge Pharma GmbH,YES,king
15,kiwong,1,Kiwong Pty. Limited,YES,king
16,kingly,1,Kingly Products Corporation,NO,king
17,kingfu,16,"Taicang Kingfu Plastic Manufacture Co., LTD.",YES,king
18,kingfa,31,"Kingfa Sci. & Tech. Co., Ltd.",YES,king
19,kingdo,1,KINGDO CLOUD INFORMATION PTE. LTD.,YES,king
20,kingdm,1,KINGDM LLC,YES,king
21,kindig,3,"KINDIG-IT DESIGN, INC.",YES,king
22,kijang,2,Kijang Medical Co.,YES,king
23,kidong,2,"KIDONG CO., LTD",YES,king
24,kibing,5,"Tintable Kibing Co., Ltd.",YES,king
25,kringle,17,Kringle Candle Company LLC,YES,king
26,kopings,1,Kopings Industri-Plast AB,YES,king
27,klinger,45,Klinger Ltd.,YES,king
28,kinigos,1,"Kinigos, LLC",YES,king
29,kingway,5,"ZHONGSHAN KINGWAY IMAGE TECH CO., LTD.",YES,king
30,kingvie,1,"Shenzhen Kingvie Technology Co., Ltd.",YES,king
31,kingtom,1,The Secretary of State for Defence in Her Britannic Majesty's Government of the United Kingtom of Great Britain and Northern Ireland,YES,king
32,kingtel,4,Kingtel Telecommunications Corp.,YES,king
33,kingtek,2,Kingtek Electronics Technology Corp.,YES,king
34,kingsun,11,"SHENZHEN KINGSUN ENTERPRISES Co., Ltd.",YES,king
35,kingson,1,Queen's University at Kingson,YES,king
36,kingsom,1,The Secretaryof State for Defence in Her Britannic Majesty's Government of the United Kingsom of Great Britain and Northern Ireland,YES,king
37,kingser,4,"GUANGZHOU KINGSER ELECTRONICS CO., LTD.",YES,king
38,kingque,1,"Kingque Technology (Shenzhen) Co., Ltd.",YES,king
39,kingpin,4,"KINGPIN TATTOO SUPPLY, INC.",NO,king
40,kingpak,77,Kingpak Technology Inc.,YES,king
41,kingmed,2,Guangzhou Kingmed Center for Clinical Laboratory,YES,king
42,kingmax,3,Kingmax Technology Inc.,YES,king
43,kingman,23,Kingman International Corporation,YES,king
44,kinglor,6,Kinglor Metor S.p.A.,YES,king
45,kingkar,2,"Kingkar Eco-technologies Co., Ltd.",YES,king
46,kingful,1,Kingful Manufactory Limited,YES,king
47,kingfai,1,"Jiangmen Kingfai Electrical Appliance Ind. Co., Ltd.",YES,king
48,kingdun,1,"Ningbo Kingdun Electronic Industry Co., Ltd.",YES,king
49,kingdon,18,United Kingdon Atomic Energy Authority,YES,king
50,kingcom,140,KING.COM LTD.,YES,king
51,kingbox,1,KINGBOX,YES,king
52,kinergy,18,Kinergy Pte. Ltd.,YES,king
53,kinergi,1,Kinergi Pty Ltd,YES,king
54,kindgom,5,The Secretary of State for Defence in Her Britannic Majesty's Government of the United Kindgom of Great Britain and Northern Ireland CNT GBX COD 03,YES,king
55,knigh,1,"Knigh Industries, Inc.",YES,king
56,kung,481,NATIONAL CHENG KUNG UNIVERSITY,YES,king
57,kins,4,"Kins Slide Technology Co., Ltd.",YES,king
58,kino,50,AKG Akustische u. Kino-Gerate Gesellschaft m.b.H.,YES,king
59,kinn,5,"Kyowa Hakko Kinn Co., Ltd.",YES,king
60,kink,1,"Kink Kutter, Inc.",NO,king
61,kini,1,BALI KINI CO.,YES,king
62,kine,2,Kine-Tech Corporation,NO,king
63,kind,74,The Kind Group,NO,king
64,kina,1,Babcock Kina Limited,YES,king
65,keng,25,"Keng's Firearms Specialty, Inc.",YES,king
66,kang,96,"KANG LI BIOTECH CO., LTD.",YES,king
0,integraqted,1,"Maxim Integraqted Products, Inc.",YES,integrated
1,intregated,1,"Intregated Building Solutions, Inc.",YES,integrated
2,interated,4,"Interated Systems, Inc.",YES,integrated
3,integrate,1,Integrate Systems Engineering Ltd.,NO,integrated
4,integated,2,"Integated Vascular Systems, Inc.",YES,integrated
5,intregrated,1,"Intregrated Device Technology, Inc.",YES,integrated
6,intergrated,54,"Maxim Intergrated Products, Inc.",YES,integrated
7,integreated,2,"Maxim Integreated Products, Inc.",YES,integrated
8,ingtegrated,1,"Fujian Jinhua Ingtegrated Circuit Co., Ltd.",YES,integrated
9,iterated,23,"Iterated Systems, Inc.",YES,integrated
10,integratea,1,Matrix Integratea Systems Inc.,YES,integrated
11,integraged,1,"Integraged Sports, LLC",YES,integrated
12,integr8ted,2,Integr8ted Minds Inc.,YES,integrated
13,iintegrate,1,IINTEGRATE SYSTEMS PTY LTD,YES,integrated
14,intelligrated,96,"Intelligrated Headquarters, LLC",YES,integrated
15,integrative,16,INTEGRATIVE RESEARCH LABORATORIES SWEDEN AB,NO,integrated
16,integratech,2,"Integratech Proteomics, LLC",YES,integrated
17,iterate,1,"ITERATE STUDIO, INC.",NO,integrated
18,interad,3,"InterAD Technologies, LLC",YES,integrated
19,integra,169,Integra Biosciences AG,NO,integrated
20,intermate,1,Intermate B.V.,YES,integrated
21,integtated,1,"Maxim Integtated Products, Inc.",YES,integrated
22,integrerad,1,Integrerad Teknik HB,YES,integrated
23,integrati,30,Selex Sistemi Integrati S.p.A.,YES,integrated
24,integrata,1,Azienda Ospedaliera Universitaria Integrata di Verona,YES,integrated
25,integrant,42,Integrant Technologies Inc.,NO,integrated
26,integrale,10,SCIEL Societe de Creation Integrale pour Enterprises et Loisirs,YES,integrated
27,integraded,1,"Integraded Device Technologies, Inc.",YES,integrated
28,integrada,2,Separinter Sociedad Limitada Separacion Integrada Poligono Industrial Can Casablancas,NO,integrated
29,intercrate,2,InterCrate Container Corp.,YES,integrated
30,integratto,1,Integratto Inc.,YES,integrated
31,integrator,5,"Independent Data Integrator, LLC",NO,integrated
32,integrales,1,Sistemas Integrales de Medicion y Control Stellum S.A. de C.V.,NO,integrated
33,integragen,3,INTEGRAGEN,YES,integrated
34,integrados,1,"Sistemas Integrados Para la Automocion, S.L.",NO,integrated
35,integradas,1,"Lincis-Solucoes Integradas Para Sistemas de Informacao, Lda",NO,integrated
36,intertex,8,Intertex Data AB,YES,integrated
37,intertel,9,"Intertel Entertainment, Inc.",YES,integrated
38,intertek,18,SHINWHA INTERTEK CORP.,YES,integrated
39,intertec,30,"Intertec Systems, LLC",YES,integrated
40,interrad,81,"INTERRAD Medical, Inc.",YES,integrated
41,interned,1,Interned Asia Limited,YES,integrated
42,intermed,42,Intermed Asia Limited,YES,integrated
43,interand,6,Interand Corporation,YES,integrated
44,interale,1,Il Gas Interale S.p.A.,YES,integrated
45,integrid,2,Integrid Inc.,YES,integrated
46,integrex,1,Integrex,YES,integrated
47,integres,31,Societe pour l'Etude et la Fabrication de Circuits Integres Speciaux-EFCIS,YES,integrated
48,integree,1,La Biomecanique Integree,YES,integrated
49,integran,49,"Integran Technologies, Inc.",YES,integrated
50,integram,2,"Integram, Inc.",YES,integrated
51,integral,251,"Integral Peripherals, Inc.",NO,integrated
52,integra5,4,Integra5 communications Inc.,YES,integrated
53,intergame,1,Intergame,YES,integrated
54,integware,2,"Integware, Inc.",YES,integrated
0,healthy,70,"Healthy Human, LLC",NO,health
1,healthe,1,Healthe Inc.,YES,health
2,healtch,1,"Healtch e Vibrations, LLC",YES,health
3,helath,3,"Guardant Helath, Inc.",YES,health
4,heatlh,3,National Institute of Heatlh,YES,health
5,heath,109,Heath Company,NO,health
6,healthup,1,HEALTHUP SP. Z.O.O.,YES,health
7,healthko,1,"HEALTHKO, LLC",YES,health
8,healthco,5,HealthCo LLC,YES,health
9,healtech,4,Healtech Med Inc.,YES,health
10,hearth,59,Hearth Technologies Inc.,NO,health
11,heraklith,15,Radex-Heraklith Industriebeteiligungs Aktiengesellschaft,UNK,health
12,heat,555,"Heat Exchange and Transfer, Inc.",NO,health
13,healthyio,4,HEALTHY.IO LTD,YES,health
14,healthway,4,"Healthway Products Company, Inc.",YES,health
15,healthtex,4,Healthtex Apparel Corp.,YES,health
16,healthtek,2,"Healthtek, Inc.",YES,health
17,healthtec,1,"Toppor Healthtec, Inc.",YES,health
18,healthsys,5,I-HEALTHSYS PRODUTOS MÉDICOS LTDA-ME,YES,health
19,healthpro,1,"HealthPro Brands, Inc.",YES,health
20,healthpia,3,"HealthPia America, Co. Ltd",YES,health
21,healthpak,1,"HealthPak, Incorporated",YES,health
22,healthnet,1,"Healthnet Foundation, Inc.",YES,health
23,healthkit,1,"SIMPLE HEALTHKIT, INC.",YES,health
24,healthium,9,Healthium Medtech Private Limited,YES,health
25,healthife,1,"HEALTHIFE CO., LTD.",YES,health
26,healthier,13,Healthier Choices Management Corp.,NO,health
27,healthgen,7,WUHAN HEALTHGEN BIOTECHNOLOGY CORP,YES,health
28,healthcae,2,"OMRON HEALTHCAE Co., Ltd.",YES,health
29,healthare,2,Siemens Healthare GmbH,YES,health
30,healthaid,1,Healthaid Enterprise Pte. Ltd.,YES,health
31,heal,29,Heal Systems LP,NO,health
32,halt,8,Halt Medical Inc.,NO,health
33,hetal,4,HETAL-WERKE FRANZ HETTICH GMBH & CO. KG,YES,health
0,abbottt,1,Abbottt Laboratories Vascular Enterprises Limited,yes,abbott
1,abboott,1,Abboott Laboratories,yes,abbott
2,abott,10,Abott Cardiovascular Systems Inc.,yes,abbott
0,innovationes,1,"Tecnica e Innovationes Ganaderas, S. A.",YES,innovations
1,innovatioins,1,Eco-Nomic Innovatioins LTD,YES,innovations
2,innovagtions,1,Spookfish Innovagtions PTY LTD,YES,innovations
3,innnovations,7,Luna Innnovations Incorporated,YES,innovations
4,iinnovations,1,"IMI International Medical IInnovations, Inc.",YES,innovations
5,inovations,6,"OB Inovations, Inc.",YES,innovations
6,innvoations,3,Somo Innvoations Ltd.,YES,innovations
7,innovtions,2,"Custom Product Innovtions, Inc.",YES,innovations
8,innovatons,6,Textron Innovatons Inc.,YES,innovations
9,innovatios,1,Rolf Innovatios Corporation,YES,innovations
10,innovatins,1,Dana Innovatins,YES,innovations
11,innovaitons,2,"Diamond innovaitons, Inc.",YES,innovations
12,innvovations,2,S2S INNVOVATIONS INC.,YES,innovations
13,innovatoions,1,Dana Innovatoions,YES,innovations
14,inovation,6,Inovation Inc.,YES,innovations
15,innovtion,1,D.H.M. Innovtion S.A.S.,YES,innovations
16,innovayions,1,IHP GmbH-Innovayions for High Performance Microelectronics/Institut fur Innovative Mikroelektronik,YES,innovations
17,innovaton,1,"CERNER INNOVATON, INC.",YES,innovations
18,innovatis,2,Innovatis AG,YES,innovations
19,innovationz,2,SOUTHERN INNOVATIONZ LIMITED,YES,innovations
20,innovationa,1,"Pathway Innovationa and Technologies, Inc.",YES,innovations
21,innovatio,3,Laponia Innovatio AB,YES,innovations
22,innovatiion,1,University of Victoria Innovatiion and Development Corporation,YES,innovations
23,innovatians,1,"Once Innovatians, Inc.",YES,innovations
24,innovarions,1,"Topline Innovarions, LLC",YES,innovations
25,innovacions,2,"Innovacions Technologiques, S.A.",YES,innovations
26,innocations,3,Piezo-Innocations,YES,innovations
27,innnovation,2,Ohio State Innnovation Foundation,YES,innovations
28,inneovation,1,Inneovation Pty Ltd,YES,innovations
29,innvoation,1,"Qualcomm Innvoation Center, Inc.",YES,innovations
30,innovaztione,1,CSP-INNOVAZTIONE NELLE ICT SCARL,YES,innovations
31,innovationxt,2,"InnovatioNxt, LLC",YES,innovations
32,innovationer,4,EL-FI Innovationer AB,YES,innovations
33,innovational,46,"Innovational Holdings, LLC",NO,innovations
34,innovantions,1,GOLDPEAK INNOVANTIONS INC.,YES,innovations
35,iovation,10,iovation Inc.,YES,innovations
36,innovato,2,VP INNOVATO HOLDINGS LTD,YES,innovations
37,innovati,2,SENSOMOTORIC INSTRUMENTS GESELLSCHAFT FUR INNOVATI,YES,innovations
38,innovatron,10,Innovatron,YES,innovations
39,innovators,277,"Liquid Innovators, LLC",NO,innovations
40,innovating,3,"Innovating Solutions, Inc.",NO,innovations
41,innovartis,3,Innovartis GmbH,YES,innovations
42,innovacios,39,Innofinance Altalanos Innovacios Penzintezet,YES,innovations
43,innovacion,20,TUBACEX INNOVACION A.I.E.,NO,innovations
44,innovaatio,1,Nikai Innovaatio Oy,YES,innovations
45,infovation,1,Infovation,YES,innovations
46,innvations,1,"2S INNVATIONS, INC.",YES,innovations
47,innovants,1,Societe Cotton Textiles Pour Materiaux Innovants CTMI,YES,innovations
48,innovationlab,3,INNOVATIONLAB GMBH,YES,innovations
49,inhomevations,3,Inhomevations,YES,innovations
50,innovication,1,"Cerner Innovication, Inc.",YES,innovations
51,innurvation,20,"Innurvation, Inc.",YES,innovations
52,innoveytion,1,Innoveytion Limited,YES,innovations
53,innovazione,7,Fittante S. Brevetti & Innovazione S.r.l.,YES,innovations
54,innovaxxion,2,Asesorias Y Servicious Innovaxxion SpA,YES,innovations
55,innovatives,21,Cerasiv GmbH Innovatives Keramik-Engineering,NO,innovations
56,innovacious,1,"Kozponti Valto- es Hitelbank RT, Innovacious Alap",YES,innovations
57,innolutions,4,"Innolutions, Inc.",YES,innovations
58,innogration,3,"INNOGRATION (SUZHOU) CO., LTD.",YES,innovations
59,innovaxis,1,Innovaxis UK Limited,YES,innovations
60,innovatus,1,"1540 Innovatus, LLC",YES,innovations
61,innovator,14,"Innovator Energy, LLC",NO,innovations
62,innovativ,4,INNOVATIV PLAST I VÄST AB,YES,innovations
63,innovatit,5,"Innovatit Seafood Systems, LLC",YES,innovations
64,innovatie,6,Veroost Innovatie B.V.,YES,innovations
65,innovatia,4,"Innovatia Medical Systems, L.L.C.",YES,innovations
66,innovates,12,Alberta Innovates—Technology Futures,NO,innovations
67,innovaris,2,Innovaris AG,YES,innovations
68,innovacos,2,INNOVACOS CORP.,YES,innovations
69,innovacio,3,Adobs I Innovacio Fitovegetal Hortus Natura S.L.,YES,innovations
70,innoratio,1,InnoRatio Aktiengesellschaft fur innovative umwelttechnische System i.Gr.,YES,innovations
71,intonation,2,Intonation Systems,NO,innovations
